t_s,mode,road_state,branch_guard,perception_ready,offset_y07,offset_y08,offset_y09,weighted_offset,heading_error,curvature,raw_control_error,control_error,curve_strength,curve_risk,far_offset_speed_risk,error_rate_risk,risk_dominant,speed_cause,error_phase,target_speed,high_error_rescue,speed_mps,steering_cmd,max_steer,curve_entry_guard,derivative_braking,abs_error_rate
0.020142316818237305,running,BRANCH,True,True,-0.335415,-0.497394,-0.526269,-0.394,-0.404,1.0,-0.234,-0.114,1.0,0.526,0.319,0.333,near_y09,dynamic_curve_risk,flat,0.88,False,0.88,-0.323,0.708,False,False,0.0
0.0403897762298584,running,BRANCH,True,True,-0.364302,-0.523452,-0.534564,-0.421,-0.403,1.0,-0.264,-0.155,1.0,0.535,0.346,0.333,near_y09,dynamic_curve_risk,error_rising,0.88,False,0.88,-0.361,0.718,False,False,1.4816673731807262
0.06088137626647949,running,BRANCH,True,True,-0.383079,-0.54039,-0.539956,-0.438,-0.403,1.0,-0.283,-0.195,1.0,0.54,0.364,0.333,near_y09,dynamic_curve_risk,error_rising,0.88,False,0.88,-0.4,0.725,False,False,0.9272091962582008
0.07920551300048828,running,BRANCH,True,True,-0.417233,-0.567628,-0.534757,-0.468,-0.369,1.0,-0.332,-0.232,1.0,0.535,0.396,0.333,near_y09,dynamic_curve_risk,error_rising,0.88,False,0.88,-0.434,0.718,False,False,2.6740686729901006
0.10075139999389648,running,BRANCH,True,True,-0.439433,-0.585333,-0.531378,-0.488,-0.369,1.0,-0.354,-0.275,1.0,0.531,0.417,0.333,near_y09,dynamic_curve_risk,error_rising,0.88,False,0.88,-0.474,0.714,False,False,1.02107655195308
0.1205449104309082,running,BRANCH,True,True,-0.461988,-0.602381,-0.528788,-0.507,-0.353,1.0,-0.384,-0.315,1.0,0.529,0.439,0.333,near_y09,dynamic_curve_risk,error_rising,0.88,False,0.88,-0.51,0.711,False,False,1.5156482775234896
0.1405806541442871,running,BRANCH,True,True,-0.476648,-0.613461,-0.527105,-0.52,-0.353,1.0,-0.398,-0.355,1.0,0.527,0.453,0.333,near_y09,dynamic_curve_risk,error_rising,0.88,False,0.88,-0.547,0.709,False,False,0.6987512018658676
0.1607072353363037,running,BRANCH,True,True,-0.486177,-0.620664,-0.526011,-0.529,-0.353,1.0,-0.408,-0.394,1.0,0.529,0.462,0.333,weighted_offset,dynamic_curve_risk,error_rising,0.88,False,0.88,-0.584,0.711,False,False,0.49685537273297803
0.18117403984069824,running,BRANCH,True,True,-0.509618,-0.636869,-0.522038,-0.548,-0.316,1.0,-0.443,-0.436,1.0,0.548,0.484,0.333,weighted_offset,dynamic_curve_risk,error_rising,0.88,False,0.88,-0.622,0.736,False,False,1.7100862028796437
0.19951534271240234,running,BRANCH,True,True,-0.524855,-0.647403,-0.519455,-0.561,-0.316,1.0,-0.458,-0.458,1.0,0.561,0.499,0.0,weighted_offset,dynamic_curve_risk,error_rising,0.88,False,0.88,-0.636,0.752,False,False,0.8178263073743329
