timestamp,mode,curve_state,offset_y07,offset_y09,near_error,curve_signal,p_term,d_term,ff_term,unclamped_steer,steering_cmd,saturated,target_speed,speed_mps,heading_error,curvature,confidence,fit_source,fit_transition_active,fit_transition_ratio
1784164800.9576705,disabled,STRAIGHT,0.598,0.66,0.66,-0.093,0.528,-0.001,-0.0,0.527,0.0,False,0.6,0.0,0.0,0.0,0.0,NORMAL,False,1.0
1784164800.9586992,disabled,STRAIGHT,0.599,0.66,0.66,-0.093,0.528,0.0,-0.0,0.529,0.0,False,0.6,0.0,0.0,0.0,0.0,NORMAL,False,1.0
1784164800.9599836,disabled,STRAIGHT,0.6,0.661,0.661,-0.093,0.529,0.001,-0.0,0.53,0.0,False,0.6,0.0,0.0,0.0,0.0,NORMAL,False,1.0
1784164800.9605482,disabled,STRAIGHT,0.6,0.661,0.661,-0.093,0.529,0.001,-0.0,0.53,0.0,False,0.6,0.0,0.0,0.0,0.0,NORMAL,False,1.0
1784164800.9610465,disabled,STRAIGHT,0.6,0.661,0.661,-0.093,0.529,0.001,-0.0,0.53,0.0,False,0.6,0.0,0.0,0.0,0.0,NORMAL,False,1.0
1784164800.961517,disabled,STRAIGHT,0.6,0.662,0.662,-0.093,0.529,0.0,-0.0,0.53,0.0,False,0.6,0.0,0.0,0.0,0.0,NORMAL,False,1.0
1784164800.9622538,disabled,STRAIGHT,0.599,0.66,0.66,-0.091,0.528,-0.001,-0.0,0.527,0.0,False,0.6,0.0,0.0,0.0,0.0,NORMAL,False,1.0
1784164800.9626951,disabled,STRAIGHT,0.596,0.658,0.658,-0.092,0.527,-0.002,-0.0,0.524,0.0,False,0.6,0.0,0.0,0.0,0.0,NORMAL,False,1.0
1784164800.9631116,disabled,STRAIGHT,0.596,0.658,0.658,-0.092,0.526,-0.003,-0.0,0.523,0.0,False,0.6,0.0,0.0,0.0,0.0,NORMAL,False,1.0
1784164800.963499,disabled,STRAIGHT,0.595,0.657,0.657,-0.092,0.526,-0.002,-0.0,0.523,0.0,False,0.6,0.0,0.0,0.0,0.0,NORMAL,False,1.0
1784164800.9639118,disabled,STRAIGHT,0.593,0.656,0.656,-0.086,0.525,-0.003,-0.0,0.522,0.0,False,0.6,0.0,0.0,0.0,0.0,NORMAL,False,1.0
1784164800.981247,running,STRAIGHT,0.592,0.655,0.655,-0.086,0.524,-0.001,-0.0,0.523,0.079,False,0.6,0.017,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.0017543,running,STRAIGHT,0.591,0.655,0.655,-0.087,0.524,-0.002,-0.0,0.522,0.161,False,0.6,0.034,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.0218534,running,STRAIGHT,0.592,0.655,0.655,-0.088,0.524,-0.001,-0.0,0.523,0.241,False,0.6,0.051,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.042195,running,STRAIGHT,0.593,0.656,0.656,-0.094,0.525,0.003,-0.0,0.528,0.321,False,0.6,0.068,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.0622087,running,STRAIGHT,0.594,0.657,0.657,-0.094,0.526,0.004,-0.0,0.53,0.402,False,0.6,0.085,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.0804057,running,STRAIGHT,0.595,0.658,0.658,-0.094,0.526,0.004,-0.0,0.531,0.475,False,0.6,0.101,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.1022131,running,STRAIGHT,0.595,0.657,0.657,-0.091,0.526,0.002,-0.0,0.527,0.527,False,0.6,0.119,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.1204588,running,STRAIGHT,0.594,0.657,0.657,-0.091,0.525,-0.001,-0.0,0.525,0.525,False,0.6,0.135,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.1412334,running,STRAIGHT,0.594,0.657,0.657,-0.092,0.525,-0.001,-0.0,0.525,0.525,False,0.6,0.152,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.161479,running,STRAIGHT,0.594,0.657,0.657,-0.092,0.525,-0.001,-0.0,0.525,0.525,False,0.6,0.17,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.1809857,running,STRAIGHT,0.594,0.657,0.657,-0.091,0.525,-0.001,-0.0,0.525,0.525,False,0.6,0.187,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.200836,running,STRAIGHT,0.592,0.655,0.655,-0.087,0.524,-0.004,-0.0,0.52,0.52,False,0.6,0.203,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.2212946,running,STRAIGHT,0.594,0.657,0.657,-0.093,0.525,0.001,-0.0,0.526,0.526,False,0.6,0.221,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.241599,running,STRAIGHT,0.596,0.658,0.658,-0.093,0.526,0.004,-0.0,0.53,0.53,False,0.6,0.238,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.2603078,running,STRAIGHT,0.597,0.658,0.658,-0.093,0.527,0.005,-0.0,0.531,0.531,False,0.6,0.254,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.2799985,running,STRAIGHT,0.601,0.662,0.662,-0.098,0.529,0.014,-0.0,0.543,0.543,False,0.6,0.271,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.3002017,running,STRAIGHT,0.604,0.664,0.664,-0.098,0.531,0.015,-0.0,0.546,0.546,False,0.6,0.288,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.3198407,running,STRAIGHT,0.605,0.665,0.665,-0.091,0.532,0.009,-0.0,0.54,0.54,False,0.6,0.305,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.34072,running,STRAIGHT,0.604,0.664,0.664,-0.091,0.532,0.005,-0.0,0.537,0.537,False,0.6,0.322,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.3619254,running,STRAIGHT,0.604,0.664,0.664,-0.091,0.531,0.003,-0.0,0.535,0.535,False,0.6,0.34,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.381726,running,STRAIGHT,0.602,0.663,0.663,-0.091,0.531,0.0,-0.0,0.531,0.531,False,0.6,0.357,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.402109,running,STRAIGHT,0.601,0.662,0.662,-0.092,0.53,-0.002,-0.0,0.528,0.528,False,0.6,0.374,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.4219284,running,STRAIGHT,0.603,0.664,0.664,-0.096,0.531,0.002,-0.0,0.533,0.533,False,0.6,0.391,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.4425442,running,STRAIGHT,0.605,0.665,0.665,-0.096,0.532,0.005,-0.0,0.536,0.536,False,0.6,0.408,0.0,0.0,0.0,NORMAL,False,1.0
1784164801.4619367,running,STRAIGHT,0.606,0.665,0.665,-0.095,0.532,0.005,-0.0,0.537,0.537,False,0.6,0.425,0.0,0.0,0.0,NORMAL,False,1.0
